"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64"
"TNFRSF17",8.75677212284868,6.84412888512587,5.85753974953093,2.63242652745928,8.43742244570566,3.84772104905361,3.16791294438131,1.75152425814262,3.0586545758188,4.08037312448104,3.25552969160812,8.28458488055067,4.62775696044167,5.13721666538218,5.11517227663396,2.61548234064315,8.20086946606483,6.56740123178505,5.44907830168136,3.62143517456981,3.2959970267998,5.83263218620903,8.10729863031526,3.84716447433742,4.7697283832556,7.20307474384885,8.73533717530176,6.21976039717488,4.7010206044896,7.42971057653322,6.09445041480548,5.300371028325,4.60361260014647,4.72115304355959,4.31451333836916,7.44760006430416,7.57156291060758,3.85873283772222,7.51853347148406,5.20762127644579,3.06336254957727,3.9747288359576,8.5862626048044,7.33893065659123,8.09872398741199,5.17868845867022,6.77274566389939,7.19452641924076,4.97702942701416,9.61062666231483,6.79865267677273,5.88098755000775,5.82042798523676,4.40591499151539,6.8047712589868,5.46519498345562,8.74662899866406,7.29848365829497,5.42418037945666,5.60124588896082,7.88262001020193,4.30040363263915,5.73457433768705,3.71050939190089
"TLR8",11.7820033363856,5.94876809005651,11.0951908271411,7.67543296173857,4.59321639731822,8.83152369721446,4.84310856208205,2.18955789232877,6.51317549618202,9.26900154381272,3.41446379499661,10.172644579565,11.0226416532621,9.60429384285934,5.28766854532642,4.63421596394979,5.73675744505094,7.14201626759723,5.87486203008857,4.37726477566546,3.7320841597532,5.25302787674288,6.20350089785857,7.87509063452976,12.612475422315,10.1334868238952,12.859801193115,9.60309844601785,7.48599059659327,8.11186791013202,9.54778715838754,9.8174459409407,3.61073916554254,5.85087055914621,10.7155044650164,9.07538425471602,9.96488224443977,6.21381484862338,8.69959803696388,5.7732314345862,7.31157916996413,4.91457968646247,1.95891669666012,6.05911426890636,8.4234310568706,8.91954356514591,4.81754037921202,11.4929743818783,9.34499085491893,10.917470665503,10.0966576841543,4.49608189315425,9.15591668567297,9.09730633379769,11.2815162774864,12.604530991042,9.17602078268217,5.23913688163371,5.58463729618207,8.94974466786283,12.9440912769283,8.47700260998757,8.0424520671501,8.22868195199884
"TPM1",9.42686582472139,7.14646733409303,10.2012874715903,7.97260947725315,8.45865930659088,9.21469173462758,9.89129684941424,11.1448500398879,7.93071185938546,9.65287006257698,8.26629758594023,6.90954335328865,8.49716165826423,6.33702835445026,8.69634734599786,4.30791073049606,8.69628764204905,10.8707219926746,8.20704384909423,8.85890365830514,3.45616567811228,7.83057689020855,7.79669315143441,5.90301912610462,9.20164906944355,10.1663059810185,8.31317785859551,7.49813557100076,8.45224206915229,10.4401797368519,7.87208551855853,10.408781616404,10.0908584086395,8.86722598671625,9.57885897898839,8.27893874495084,8.12246997312548,8.74102261393639,7.58488535165552,9.40465429001727,5.36949262273862,8.80415812956362,8.51724246865819,6.5217782749817,10.698274319779,11.3772347299069,7.88573612366106,10.1328589877312,7.00004973953345,6.87018127919262,8.48527498168043,9.63580486184735,7.4468857081159,7.78878627995082,8.75298898575684,8.34232418678666,7.68234853344827,6.45667210346816,6.67459441976385,8.68650874860645,11.0538775515542,8.06139726329442,6.26043994190232,8.38646784839226
"CXorf36",3.96886809657538,2.61275468231369,3.31853724889459,3.14793109967985,3.1237152379977,2.97302425546659,3.4191308317928,3.91851428518614,3.03969038629586,3.93567334518662,3.0679424227492,3.39295760291944,3.78450832091891,2.95307146294406,3.20314827977219,2.28166209334379,3.86383131041543,4.94019022689489,1.91362816206337,3.716339469136,3.10315021180555,2.75400703643845,2.66317075130644,2.16823815039665,3.64208815669307,3.68197391681513,3.81087354605397,3.76530364399,3.46260590982113,6.47400160442473,2.43004072566116,6.20811209482079,3.07648479303246,2.78781271451084,3.7685852740039,5.28386979353929,3.33839716252416,3.31493671430788,2.60153274196616,3.22221157092536,2.6453555301797,3.99986057684177,2.2576974094181,3.50344680390773,5.48568146789627,3.11222228477367,4.01119007822432,5.58013488657501,3.66300249241833,3.6792950660639,3.97379015315171,3.62592221548589,3.3181700846214,3.08795235129867,4.34465253633614,3.98627861158768,4.59419840056934,3.37835945997344,3.37970072023415,2.82305559194999,5.10022408698715,3.70770907158834,2.85677272864631,2.34078918367658
"NLRP3",9.48178817494976,2.78351981124126,9.39589393188202,11.1853987358003,9.01279076323667,13.8455811911169,8.87213994149576,4.25132888619335,7.94084302123315,12.0105230209348,11.3772312597902,11.4889825189533,10.8458132314983,10.990217414699,9.16566931527054,9.04091456934614,5.92066334713891,7.84158515346859,9.75184929660305,11.0459035106091,9.04414379486044,9.55310532530818,9.28984406294373,9.7873671155023,12.9850964551084,10.7438638258826,9.3837274454694,11.3775989515412,12.3068447839631,8.03763556636568,9.85501067621784,9.95962258182205,6.46344756434468,10.2901264432844,11.4294645742905,9.01531340320929,10.7656245091981,9.34094073616054,7.38005543213229,9.0758499548927,10.3522067507349,7.6542754187822,7.7045563848691,8.86412458562672,10.030720343115,9.76609168046892,9.73342425644857,12.039744921418,10.6455167832893,11.8457142593318,11.824662289003,8.81664343470065,9.78243036449844,9.04472309954327,10.9615878974445,11.3447996609663,10.9892167515329,7.08532384912795,9.60639678487142,9.51105198377858,10.677627102156,9.49967220487719,7.98057433552265,9.71234134032272
"DEFB134",3.64663110140156,2.63767680843708,2.74959180355916,3.12322238798197,3.18330312805545,1.87827518026472,1.10283348326533,1.30162212080093,3.02544051947721,3.87307591675401,2.98774357687691,3.50996208868293,4.07857222601498,3.32458775471748,2.88690369075573,2.18342673351535,1.4324006161577,1.67913142493302,1.49733589595476,1.39899226688168,3.11439615424971,2.33512243466068,2.38020310892198,1.13689779440632,5.09289495933396,3.47870787052331,4.332275262508,3.733318814994,3.3588664229168,2.56125357498216,3.08204324617252,2.88837718939696,3.06979823687343,2.70190187122764,4.25211898576362,2.76644311754709,3.33781170420532,2.89554967276437,2.36481353390908,3.14032461781993,2.26544055505878,4.08754865741514,2.28226558812072,3.10781803591071,3.49688998787374,3.19623825073737,2.43671023614595,4.03392879796318,3.58732038063759,3.62498067401633,3.58983577807777,3.29907382689697,3.17884664853329,4.09650918751753,3.15368956060856,3.70491711097467,4.14383777684592,1.76189345740598,3.85079349471377,2.68749279924245,5.1683514524709,3.40643303196166,3.056740462043,2.35472461606629
"HLA-DQA2",3.69974576141618,3.74381632569396,2.92848936666531,3.14545644085617,3.05836033693644,2.08743785597665,2.35782645495079,1.10038760885003,3.03313105456001,4.78334912739941,3.09494717045129,4.18819966462979,3.79854527148526,4.95049841840425,2.85186344979869,2.64071101994386,1.82077457668397,1.91260614301125,2.09459937385697,1.63391641962866,3.19110499895842,2.65988063542087,2.47244409576124,4.57247821590367,5.54209041568815,4.34894196563797,3.80962582818604,3.5261445537281,3.30745325201375,3.34935235620229,3.27451186460417,4.17417233319857,2.98990373417873,5.07584783723277,11.0365535405128,4.33900263984038,5.04034163104575,2.91446248797028,3.13111451592114,2.36290271721546,2.2756838100142,3.85784723330696,2.18055224350018,3.11382684675717,3.41389739115518,3.38915397739071,5.03718372987522,4.8118146619381,3.48385075968447,3.63940340120959,3.76848644909824,3.74988095092415,3.32595957533945,3.82475359988871,3.57498710198624,3.63166353154932,3.19609504427588,1.56250967853949,4.11206387984124,2.56155210834756,5.16092580341252,3.29401497885659,2.95504466982742,3.5186396112903
"CX3CR1",13.212608807318,7.05483499057047,3.60493738918615,10.323566731295,3.39885138384562,4.11848325179706,4.45775249885335,1.5056993194712,3.19293859231446,8.37509229678036,3.36409515600145,4.28836904500478,3.81986263006936,7.04401816500823,3.83249247793824,2.51543558903453,7.47061567802848,4.09581951487182,3.96119085264931,4.41619286458569,3.36843218552646,4.18139225351551,4.76652268067771,3.07343508688198,4.95575764547654,9.53017623453812,9.6307199615165,3.74451980053768,5.14496863045886,6.72150384913359,2.82042547819694,6.03118186398379,3.85057018627881,3.58336686411123,4.47496874864691,5.84903318182085,9.28613288215028,3.17465934281705,8.64478508225595,5.07161317835097,6.77757282268238,6.82803453755277,6.22303822766437,10.3655101671747,10.1744047967911,9.02594236095451,11.5133352157332,12.9672134959808,10.9175668511686,7.93850106192283,7.52247126273442,6.0190279428335,11.0480417921507,6.585923032668,12.0705934906105,12.6068667027624,11.021813610737,5.7863688692848,2.28764700547523,10.872690944281,10.9047239232892,10.4547904523216,6.13211336959493,6.48027428785702
"APLNR",3.61190391898746,3.20177152132495,2.86733904127948,2.4245829575695,3.08728990102104,2.17039763041591,1.5114044042779,3.1357235125701,3.05791207616099,4.04601495909648,3.01644522385711,3.38676892147963,3.99305225219099,4.21879400207093,2.88072123811501,2.30252283106491,1.68602453311073,4.03665275999202,0.653166420249097,2.16231007695573,3.16030267825924,2.47544090155908,2.39666577482334,0.704031422650848,3.55494830494117,3.84235558453314,3.80524398852824,3.85938024292682,3.48128999707814,3.50549160168513,3.09444941899828,5.46088441012258,2.98023469537023,2.5925523822601,4.29471543720323,3.24336943703346,3.28060466026769,2.93409038418374,3.74512530360496,1.98482914432413,1.83694547972182,4.00199761794704,2.77308272434065,3.12812886733899,4.44541752292143,3.40336694096104,2.85335718752544,5.77683965093377,3.69488712623468,4.12464070945675,3.59991861375897,3.2540267710335,4.92170428476779,4.13116452448646,5.42060087416197,4.18809343735007,5.22360134801856,3.42446663026786,3.30378118489532,2.87705293808167,4.22514881411304,3.30845571610247,3.26359220947365,3.16136111119845
"MXI1",9.830600378455,10.2859739649798,11.9780947635873,9.93461411006406,9.32567769013701,9.89786686107556,9.75391530836289,11.3518205299006,9.04853034846374,9.49939462878833,9.52748718156373,9.72311114909424,9.67107587509351,9.53755756819774,8.4295804420804,8.72708482424395,9.69949825525153,9.35194737725966,9.8256421332185,8.97600663299007,8.9624234526658,10.318821666493,8.55509481041291,9.60462042786174,11.3141218053316,10.6389239062449,9.739409634394,9.90549494039375,8.6968680593156,9.03346594181764,10.6906704593006,9.54043822504513,10.6611405686626,10.6625633839898,11.2306820282064,9.35969520904991,9.66624943929832,9.66070507408542,8.06126826834938,10.5522744938334,9.95821147714843,10.1553818216282,10.5664948491408,9.50584365320615,10.4795968767189,11.3260452868047,8.99561906640881,10.2093753192709,8.526312311666,9.50924465567504,10.5715748481683,10.1900228489125,9.37414668031832,9.65826254547439,9.28655233982619,9.43336807177585,8.89634301367537,8.81808342646812,9.67030441316498,9.03167293083127,12.4346672344237,9.39278011509643,9.38948096379569,9.86703600770971
"FZD9",5.43807932160513,3.20065121898312,2.84414018588547,2.86473040449259,3.19691509928686,2.17501360206642,1.99287866609717,1.95978009101065,3.08898372816221,3.85532506554025,3.02735145478848,3.54420762357871,3.97023362147957,4.0289018050499,2.9148512055073,2.1478862491521,2.93907922221265,2.0495377387575,1.33085242149576,2.16423663709761,3.16107644262061,1.91015197839909,2.46247650835056,2.32744467672165,4.95821135252009,3.67389555095331,4.07955106053004,3.63680766174667,3.36884611975921,3.04881896687248,2.64736665524794,2.96371515618652,2.9933186073999,2.45541634704388,3.81631608888849,3.24132717482648,3.26018836640172,2.94205196924311,2.02861760579746,2.61582083287852,2.27190604442061,4.08486256017964,2.22755585364965,4.13246020665736,3.31514892095197,3.13878541760676,7.75495322330509,5.929582188057,5.65801190999237,4.70797859516105,3.69147025787371,4.21897414505246,3.13467172716078,3.86424147607383,3.44602515180173,3.69579041223301,3.68950963833677,1.53992515371042,3.00930810288446,3.68564319494345,4.54519745140357,3.79789079685766,3.42457516691494,3.55419958655705
"COL4A5",5.82934811517182,2.8335986937639,3.16068332661075,2.73961497425544,7.61707102615123,6.63046053812241,1.94280095649266,0.799782495749458,7.62357890344287,4.27351674225691,3.19421620843293,3.91784846304665,3.78309482491255,3.67347828275818,7.04493695211855,2.40346482910741,7.34008207932094,1.93858038880198,2.24024477350956,2.84628508516516,3.16044065117908,3.18063384341051,2.42640786506973,1.56119296188869,4.92615843818082,3.55691609478574,3.71595873141157,3.65382932217086,4.21302368301684,2.65697994022219,5.52517862176707,6.80292021919885,6.39135191731175,3.63988008931188,4.31253204464413,6.36765220659474,3.45880772373533,2.97452769824825,2.28841589690995,2.28243606389776,2.31305115414424,3.98480990501425,10.9399396588796,3.56792681351118,10.2262696025363,3.06126266804617,8.11139833674884,4.18952929368729,9.45022551412723,3.46629390104028,5.24545812061224,3.0785728369908,10.5073816636334,6.4915138692281,6.23167459216863,3.94207754065047,10.5794753601627,3.88800074431436,11.3908106647686,10.9770998733107,4.03345699168997,11.0004551957605,2.58405891570567,3.75513795477379
"FCAR",11.4789921248918,5.86571433102941,14.0407819147455,9.98392322154699,8.46611845550089,11.389584857286,8.60227516468964,8.656249051301,10.8816437929334,11.0842894920263,7.14013427527317,14.1063294826111,15.6059621720616,14.6814314357047,10.9747374860979,9.61660340059667,11.0320888753371,10.4985045207084,10.9443868293013,11.7298901412841,5.48082952378282,13.093358165011,8.3366842506269,12.0721858463423,13.1018482917059,12.7960873764874,13.8062652318845,14.9561333315073,12.7104256375299,12.6324993230989,12.8924950086467,13.3480130550197,11.3434079844015,11.6119726652806,15.6948640231571,11.2742029748935,14.221309527271,11.7829321730039,10.5222967236041,10.6647231685721,9.59137230086,6.30603856999325,2.50663622833888,9.14055327214971,8.47471697524492,10.7189319078213,7.97565495883497,11.3471339577396,9.8648791788252,13.7281567478583,14.1752118717942,7.9057645136271,10.9065873648266,9.69676977440263,9.42190187294723,10.9971585490572,9.73440408494873,2.14014271404005,3.49419922254464,9.7980329416899,13.1201949768264,8.81285666668636,9.90077325994538,9.51350469021043
"BRCA2",10.3485304584812,10.7327306831527,10.0639258844459,9.66610472457491,10.260191605361,8.14041974932765,10.4929761526315,11.5442252568178,10.2256225386893,9.28682165426234,10.1776379572954,10.5757210555028,9.84193105042997,9.2207564953768,9.77549176184612,9.64167111655092,9.91179123246035,11.4701740763661,9.3811184695543,10.3309226825948,8.41281857415495,9.8288463600301,9.65661751645903,10.7288626961567,9.46153006204736,9.98959173198419,8.8234729929154,10.0591147881005,10.5569922452464,10.6768136023376,9.27349513346064,10.3502767242844,10.1906724342039,10.9481158934608,9.90452619148994,9.6650216610031,9.78830229438788,10.4265347736203,8.81450321627731,9.64424976679502,8.3623202666558,9.2714920611441,9.42749164311266,9.77964655304093,10.7119104968814,9.5119138207011,9.93444016519085,10.2481291162541,10.7102889587055,10.5728254724217,8.60014520866274,10.2814131476243,10.6529983783576,10.772788680211,10.6721234271662,9.40439943602204,11.3865014526016,10.508845734608,10.8224644623388,11.1751512458349,8.669515401736,10.0942434097981,10.4593173949358,9.75144875147151
"SFRP4",5.53071185213242,2.85055091105231,2.94842275703857,3.15714925866972,3.19219486211734,3.24959834623227,1.4431068230338,5.03185661632122,2.98777017992103,3.90572192108478,3.07636612582183,3.40131811183773,4.128615985063,3.32993002648806,2.99588828286752,2.32543535338835,2.42583876768988,2.96699669607051,1.74505356272365,4.71096396622183,3.21306739449465,2.34858344170592,2.55459233146938,2.18727743526077,4.46341610248567,3.50438295793428,3.81552132277817,3.54128062325778,4.29798591882562,5.90978598018088,2.34580739045998,4.58293152736893,3.17673916371258,5.45568082228604,4.2433677106402,3.90476337811037,3.28175610768395,3.19224075255075,2.594718150542,2.40165379560742,5.00602637868859,3.44476184911927,3.11503039155823,4.30695163523207,3.14636536244498,4.13908803924798,4.56265231250931,5.87576524587346,5.16948770832656,5.03374081982717,5.50202484804116,3.47128895764041,4.01805910148076,3.44342506918588,4.68762313775552,4.43607394000888,5.00971139741509,6.28911338986405,3.99363414020881,2.77847524840211,4.77539559224457,3.90074919373387,2.84730359236241,2.41617812066848
"TLR3",9.73903767986135,4.76693378613456,3.44572122649114,2.63934282668682,3.27295368383501,3.74195420584102,3.90198502775351,2.11479896866641,6.83331051088549,4.09789498281216,3.29596240049864,3.60027031890289,3.77226722601672,5.82875310674629,8.00590316830103,5.62336576998437,8.43787953109995,9.29025234671487,7.68198272509464,4.46177798029051,9.57060867526788,4.11455788635605,3.72169286605779,6.23332737144299,4.1644972643177,7.02558972881578,3.7850603015137,3.8295505571601,5.96576890218853,7.4642389937188,3.23129328712443,4.59779225316758,6.71829816804781,6.75084880494657,4.49994397822146,6.62288355309688,4.64250283493997,7.14808946974546,6.24914724425018,5.50079024775931,7.19970578088466,3.98111571425093,9.65866374716046,5.98917428244197,7.6206982635374,7.09830864302174,6.17666738636231,6.71484168991232,8.7641083245799,6.83341929998661,3.80232170499804,2.99777795482842,6.53194277788474,7.84117080842569,6.09396305827303,7.41935967358537,5.36928690881794,6.46805008827769,8.83223170585167,7.11153750850072,4.60956545657616,9.21805078591047,3.10645443776202,8.63008978616138
"IL2RG",14.0081284387961,12.9925977463654,11.6269077208611,10.5711706581618,13.9368555854263,8.22384522817315,13.6101119045168,9.84543749448426,12.4276907957326,11.5888435182767,14.2519575462895,12.2946285187025,13.2399240374189,13.1809082328682,11.4784044851548,14.2143958396241,13.7431081790051,13.7166249344978,13.7762419786642,12.7209803821427,13.1210641321876,12.5230985103444,14.43159248252,13.9418584170093,9.18436743274235,13.1068316075636,10.9610894492631,11.6810972461918,12.6959460460461,13.2500077719866,11.2420351572076,10.7163696545597,12.656016596414,13.4580268502272,11.6084414566031,12.8718527715597,12.9473550968951,11.066513627684,15.2565977362868,10.0579336192836,11.1225959966363,13.2079007269862,11.0601224670238,14.1755599379923,12.6738457037537,12.9762534863149,11.2235634503785,12.0699668120918,13.9448598546475,12.7128209526192,13.2296425911731,14.2751706356993,12.7765742065184,13.9048547021991,12.421375380983,12.4760371893743,12.3570009142921,13.8950720835325,11.5805735018434,13.2047031337756,13.3548524638099,13.3473993344317,12.3896842023811,10.4554607682298
"CD84",12.0897429860938,12.3886223613106,10.960234530031,10.5386019164626,11.0175115820307,11.9846813637036,12.7341240237784,7.85477676328083,11.5374405956204,11.0991347416446,10.8440727859228,11.3410314584644,10.0945961256376,9.64487687732858,9.91591614020062,5.4122321815658,10.8787526363643,11.4007169819456,12.1658311434258,11.214952619233,10.3132464932033,10.3721630498992,11.0246158621221,12.2256379304986,10.6000833478878,10.2922122964227,11.6882657463123,10.4383157501738,11.3126106236699,10.9176140767923,10.3344616240967,11.5477082433562,10.3270447002506,11.8436410203439,9.85216422137919,11.474864894874,10.7215078509881,9.551041545429,13.3175454498038,10.9719948213561,11.0297245358327,12.5092722258759,12.4787511317829,10.4949651313399,11.2177515894862,11.1974475460614,10.7622345677562,11.7327162284648,12.2849181903569,10.9257840976718,8.9151343325519,12.803736083783,11.5512214811727,11.0116276374922,12.3043247023848,11.5026172095458,11.4007193769281,13.0404348618184,12.2148124776908,11.7612286599866,11.0119979340651,10.9502179652604,10.1580876513682,12.6229436575256
"HLA-DPA1",15.4558263183931,15.2663978885127,13.2973637908593,12.8072563280881,14.4116633187508,6.03192849471973,14.7119950013222,9.03518803904059,14.215304045364,14.7621439442796,14.8799947261192,14.5544872353933,14.200430404133,13.6917618566578,12.5076720543019,13.5818907230027,11.5974021113985,14.4526229681614,15.2386072325202,9.70745967080784,13.5835156922425,13.6354249473638,14.5472905479653,15.4949137061709,13.3763051709483,15.5898680520854,15.4645977629133,14.235402686798,11.1946609750581,13.7560217097264,10.5063289839543,13.7628986546545,12.7602218847252,15.7930655074646,14.4439347493815,14.4643430111644,14.7865350793845,14.525402712655,15.0742064879372,9.96921924698428,13.04954892723,13.2353846400046,9.96754080307833,15.610891374948,12.5004404859012,13.8294344280175,13.6498497505918,15.8254291917879,14.506024836926,15.5260166760053,13.3034818088491,13.7683231451251,11.8303709219786,10.0318356685192,14.2668411310857,14.0196918774815,12.716254417057,13.6182834084789,12.6733971771524,13.8472294608195,13.2189872146154,13.4673397770258,9.73904117662791,14.3970430362561
"RBL2",13.0293167952686,13.2387061499707,11.2043483418751,11.786623089379,11.5176521255355,10.0665449663369,11.7617973398436,10.4713149626783,10.6790816484005,11.9456644005189,11.784088046152,10.7622004171276,10.8982327736191,11.9193993008481,11.0819602960449,11.7666483521788,12.0875599291388,11.8500996298294,11.0681204746166,11.4331349499213,11.3341095574013,11.391731779811,11.8038341273439,12.6475854514409,12.1136190824473,12.4746491030706,12.5398159970605,10.6280475384525,11.550288908143,11.6672258293307,10.8095257118966,11.7494674272871,11.6226489875526,12.0022535774648,11.3766567055499,11.349076940766,12.6619804188067,10.6357150677199,12.4582305013516,11.120505184936,11.058056872171,12.4094072834458,12.1855408520616,12.1843965764819,11.8237962956576,11.6107474542669,11.9690890237648,12.4317182050649,12.2566570346849,11.8293327928901,10.5978553416731,12.2424375274305,12.0445010517079,11.3891495935035,12.2052200803687,12.1993690054196,11.8559141533538,12.1920809747846,12.133612386114,11.9552356005916,12.871291534747,12.0245746783435,11.8574279499262,12.1837749368386
"CCL18",7.03066406857639,7.23019193816379,7.72295312252546,6.10986490744675,6.73580090416412,8.51094626342717,8.06519595384303,5.01081754123989,6.49352253046316,6.63014189296843,6.05214394173826,6.13852284970748,5.99697147819901,6.05303054140747,7.76475799170442,6.53373245376317,6.76403330772369,7.93483076721892,6.42986507730519,7.56719106948018,7.1896678447312,7.84578437800913,6.68927599368391,6.42067393577958,7.25647860745834,7.15626329748506,5.40280340112755,6.09600176933905,9.06392928893142,6.95403331282277,5.85297677504252,7.65286878663514,7.03289141808025,7.00838992676958,6.48293103651591,5.37761610397405,7.26604962826563,7.09630524993466,6.08968584630178,7.80241520145832,6.43357450255082,7.30681235026636,7.21833127339349,7.09512882246844,6.84846262023009,6.90488520916185,7.00855151150058,7.14102860270386,6.74107835178424,6.73859201353094,7.74599839621027,6.58967360831159,6.54729657238499,6.49615901399662,6.41333961254933,6.28113088998887,6.73599573786999,6.79784991371136,6.62554238408361,6.42369456652876,6.44779867588913,6.14873211464392,6.68692078772758,6.50199199113484
"IRF3",11.0463512850505,12.3087479814746,9.24305924650422,10.2211940296203,10.837470964602,11.5448635973581,10.809092232142,8.73337304666583,8.09263025455538,10.0007510464216,10.1730950158126,7.53055567181437,7.71358504254893,9.06401195763694,8.44120513401926,9.70638929687882,10.0286325455227,9.75713921393509,10.0418728590951,10.3016108420034,9.40815609657314,8.63605881518205,9.75208376367299,9.81384246595504,10.0193803334005,9.82936693879384,9.63943789787044,8.26095803345684,10.4549307081853,9.4444123058938,8.09738864072609,10.9627880473332,9.23482107983398,9.70065590566889,7.76314532208686,9.35164240068871,9.62274148325934,9.84145107001781,10.7438344961961,11.3973713235128,8.62003967278959,10.9503434355298,11.3790257670637,10.9266410086442,11.3020858509019,10.8762700824108,11.4124596738272,11.2347530180996,11.1805790131978,10.7959581377675,9.1144211094222,11.2978263688308,11.3000693332988,11.507981137382,11.6242323000878,11.1253267995082,11.4625617925849,11.5415444199822,11.6596646824894,11.6901743381254,10.7638535334322,11.1872792568181,9.8373320048126,11.2150984961755
"TNFRSF8",5.70315275176087,4.81651382555653,2.87128930165297,3.14174718959287,3.3229782531477,2.05254377150597,0.76155403764351,1.95319303303204,2.97936247369244,3.70761881420007,3.02871281247509,3.39278113710608,4.15159454806465,2.86586193317279,3.01011004712188,2.87898792351806,2.10264170014616,1.52475561139778,1.7173966973834,2.51325921202792,3.09395618754447,2.50246733574099,3.0879218585924,2.33671998796662,4.06288484673184,3.67729407370534,3.8077556313599,3.80728358863737,3.4016369670069,3.50957797722412,2.10078286466421,3.30415582527038,3.02905253174807,2.47103055410684,4.3103831091305,3.57950834100738,3.30804405078138,3.78753925803219,3.13385660703463,5.49220961110758,2.27397495348684,4.70524700652358,2.13305575142104,3.34397880571982,4.43236609370075,3.75137428378569,2.37820754546,4.41899350031849,4.2486185843149,4.30851391380911,4.01426933412406,3.23574219270065,5.2289115577464,4.00730162286225,5.09903187385977,3.61997411098639,4.06704449523702,1.81915724432479,2.9921537768543,6.76507448907843,4.41617335573216,5.12787262644062,3.10039943986858,2.95262502585918
"KIR3DL2",8.09740779707866,3.39220630422694,2.74594183651776,2.22267099185916,2.55102223696913,1.60848987203799,1.48743589921728,1.45379117621913,3.08582332559449,3.78998694591215,2.83458964595323,3.44538783080845,4.04583028677948,2.60051962863906,2.71486205184586,1.76264176308176,1.18156475128429,0.632035895506741,1.88461981494265,1.99308086262968,3.17305627742671,2.21092543928174,2.4846706889289,0.149349944799811,3.42604809849465,6.23918636113391,3.88736729359505,3.62107671024741,2.89359358502335,2.66598495464081,2.41524244867351,2.92304454704716,3.17297377255091,2.18329200459324,4.27902300202774,2.71725742988814,5.16056371927797,2.99378346936746,2.03266874653276,1.96829402617992,2.99542745728083,3.86046558099207,2.50055004446679,3.25350558370905,3.32950655755282,2.86545858478666,2.86911387668731,5.25442854778725,3.64464793446467,3.48440835136911,4.16875580451957,3.6037431074768,2.68940363843636,5.11602059409277,4.61018648678805,4.21097136709311,3.0306486920551,2.15878467103416,3.32283992983242,2.62771079191104,4.23890551154049,3.33368239725587,12.6427642004193,1.45212790076344
"TNFSF13",9.15085830857473,7.75884956985046,8.96586998774473,8.81291944897623,9.06721084709237,7.06353684572496,10.905138884957,6.52631933271122,7.26100548898595,11.5680027577262,8.99852455815899,10.3459504685505,10.6668784795189,9.60807746452858,5.76101026744184,4.97821635382189,7.91760537022607,10.032146575884,9.03144288044997,8.17109061542859,7.77808322068707,4.54060904225084,7.81077097161931,10.002938670366,12.2648301361065,10.2595863403671,9.74278243957926,8.32122618243497,8.1816639187053,7.9912061779603,7.14111963758965,10.2922474605971,6.83649253930544,8.14330681619795,8.16394023978079,8.30569770566337,10.5800421028886,8.01112108223714,9.20187622438106,9.61513548842395,8.70116072331195,8.4121499132178,9.59821862012985,8.5154927243939,10.7169618730339,9.59139826177892,11.8306102288183,10.883007945659,10.1299534965052,11.6728859937697,8.65028105880822,8.50830611084006,9.92327419216572,10.5309935306364,11.8431833279896,11.6576755697559,11.3741910219665,7.45234859773368,10.5977468856103,10.1500320337664,9.2506342735725,10.566686797598,6.91991499492588,8.89079829749096
"CLECL1",11.4146580175268,14.2348085348125,9.18331589683795,11.3545126500855,8.09328917261209,4.31648763502274,10.9548502679153,7.09138662189995,3.22536552771637,11.942120952507,8.88990031020855,7.82796707221953,6.4580308549251,9.62387447637869,3.88137690098318,13.5564338668778,9.90776956221179,8.27646065015052,4.99918174042918,11.545494692323,3.47289817827728,9.60261910931545,9.49265395851729,7.02275466359473,7.09025778912997,9.6158929584458,9.02266025163172,7.50020448990991,12.1854853498673,12.0492632059244,4.77630763531935,7.88327870161797,3.29680160927842,5.07986423444212,8.09469798919178,7.61163514077979,9.832018628653,12.0770075568818,10.7436144127168,5.25795477525167,6.16755134007371,7.13563421833424,6.36730536828874,6.8804503915858,9.43592765366322,12.787264670076,12.3945144031063,9.62437173915009,6.06401699365748,10.5040466192375,7.5643315421071,12.7596929438069,5.34061485632787,8.06669436611188,10.6993286459125,8.920961658474,8.10672559010376,11.96271178715,7.81391964174424,7.44040117020936,10.262568924158,7.91359146507954,5.36095854434265,2.8879302925384
